"run","all_cause_isolation","susceptibility","handHygieneIntervention","importationSurge","decayRate","ppeIsolationAdherenceProb","timeBetweenContamPulse","terminalRoomCleaning","output_event_file","scenario","surfaceTransferFraction","patientContamPerPulse","treatmentDuration","roomCleaningEfficacy","universalPpe","surveillanceSensitivity","surveillance","nearZoneContamPerPulse","ppeEfficacy","transferFractionRandom","isolateOnSuspicion","extra_samples","randomSeed","postVisitCleaning","farContamPerPulse","surveillanceSpecificity","decayRandom"
113,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543351440,0,2800,0.7,0
123,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543670010,0,3050,0.7,0
133,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543997768,0,3300,0.7,0
143,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544323690,0,3550,0.7,0
153,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544658921,0,3800,0.7,0
163,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544988775,0,4050,0.7,0
173,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545326284,0,4300,0.7,0
183,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545672818,0,4550,0.7,0
193,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546031609,0,4800,0.7,0
203,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546376355,0,5050,0.7,0
213,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546705671,0,5300,0.7,0
223,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547043726,0,5550,0.7,0
233,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547376380,0,5800,0.7,0
243,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547708743,0,6050,0.7,0
253,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548038723,0,6300,0.7,0
263,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548366187,0,6550,0.7,0
273,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548701738,0,6800,0.7,0
283,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549026474,0,7050,0.7,0
293,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549352943,0,7300,0.7,0
303,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549699519,0,7550,0.7,0
313,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550050978,0,7800,0.7,0
323,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550405211,0,8050,0.7,0
333,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550757900,0,8300,0.7,0
343,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551095101,0,8550,0.7,0
353,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551452613,0,8800,0.7,0
363,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551809147,0,9050,0.7,0
373,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552157602,0,9300,0.7,0
383,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552510847,0,9550,0.7,0
393,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552865613,0,9800,0.7,0
4,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,539795574,0,75,0.7,0
14,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540007985,0,325,0.7,0
24,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540352247,0,575,0.7,0
34,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540704871,0,825,0.7,0
44,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541048514,0,1075,0.7,0
54,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541378941,0,1325,0.7,0
64,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541720243,0,1575,0.7,0
74,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542042240,0,1825,0.7,0
84,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542369654,0,2075,0.7,0
94,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542698068,0,2325,0.7,0
104,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543026540,0,2575,0.7,0
114,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543356522,0,2825,0.7,0
124,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543677305,0,3075,0.7,0
134,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544001168,0,3325,0.7,0
144,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544332652,0,3575,0.7,0
154,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544666041,0,3825,0.7,0
164,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545001518,0,4075,0.7,0
174,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545344782,0,4325,0.7,0
184,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545685515,0,4575,0.7,0
194,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546052070,0,4825,0.7,0
204,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546392678,0,5075,0.7,0
214,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546729731,0,5325,0.7,0
224,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547069669,0,5575,0.7,0
234,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547397248,0,5825,0.7,0
244,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547720775,0,6075,0.7,0
254,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548048953,0,6325,0.7,0
264,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548374979,0,6575,0.7,0
274,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548705136,0,6825,0.7,0
284,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549035543,0,7075,0.7,0
294,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549371160,0,7325,0.7,0
304,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549714912,0,7575,0.7,0
314,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550058172,0,7825,0.7,0
324,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550414863,0,8075,0.7,0
334,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550762885,0,8325,0.7,0
344,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551123610,0,8575,0.7,0
354,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551470538,0,8825,0.7,0
364,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551815189,0,9075,0.7,0
374,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552162638,0,9325,0.7,0
384,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552509502,0,9575,0.7,0
394,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552867409,0,9825,0.7,0
5,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,539795953,0,100,0.7,0
15,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540009209,0,350,0.7,0
25,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540350589,0,600,0.7,0
35,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540703670,0,850,0.7,0
45,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541054111,0,1100,0.7,0
55,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541395738,0,1350,0.7,0
65,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541721704,0,1600,0.7,0
75,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542053522,0,1850,0.7,0
85,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542391824,0,2100,0.7,0
95,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542721800,0,2350,0.7,0
105,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543057414,0,2600,0.7,0
115,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543378413,0,2850,0.7,0
125,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543710255,0,3100,0.7,0
135,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544033488,0,3350,0.7,0
145,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544355432,0,3600,0.7,0
155,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544675792,0,3850,0.7,0
165,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545010875,0,4100,0.7,0
175,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545362803,0,4350,0.7,0
185,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545709723,0,4600,0.7,0
195,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546069150,0,4850,0.7,0
205,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546405479,0,5100,0.7,0
215,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546744385,0,5350,0.7,0
225,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547074128,0,5600,0.7,0
235,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547408118,0,5850,0.7,0
245,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547745337,0,6100,0.7,0
255,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548078126,0,6350,0.7,0
265,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548408293,0,6600,0.7,0
275,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548738561,0,6850,0.7,0
285,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549060752,0,7100,0.7,0
295,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549385933,0,7350,0.7,0
305,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549725712,0,7600,0.7,0
315,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550072493,0,7850,0.7,0
325,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550423588,0,8100,0.7,0
335,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550759971,0,8350,0.7,0
345,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551116832,0,8600,0.7,0
355,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551465209,0,8850,0.7,0
365,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551813952,0,9100,0.7,0
375,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552169612,0,9350,0.7,0
385,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552520202,0,9600,0.7,0
395,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552873133,0,9850,0.7,0
6,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,539796271,0,125,0.7,0
16,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540014542,0,375,0.7,0
26,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540352855,0,625,0.7,0
36,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540701382,0,875,0.7,0
46,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541036862,0,1125,0.7,0
56,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541376171,0,1375,0.7,0
66,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,541712330,0,1625,0.7,0
76,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542044920,0,1875,0.7,0
86,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542386045,0,2125,0.7,0
96,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,542713320,0,2375,0.7,0
106,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543035773,0,2625,0.7,0
116,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543362156,0,2875,0.7,0
126,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,543696028,0,3125,0.7,0
136,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544022898,0,3375,0.7,0
146,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544346128,0,3625,0.7,0
156,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,544670421,0,3875,0.7,0
166,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545008232,0,4125,0.7,0
176,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545352900,0,4375,0.7,0
186,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,545705638,0,4625,0.7,0
196,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546060796,0,4875,0.7,0
206,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546394038,0,5125,0.7,0
216,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,546740857,0,5375,0.7,0
226,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547068181,0,5625,0.7,0
236,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547394404,0,5875,0.7,0
246,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,547716490,0,6125,0.7,0
256,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548042036,0,6375,0.7,0
266,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548369201,0,6625,0.7,0
276,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,548693373,0,6875,0.7,0
286,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549018482,0,7125,0.7,0
296,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549347287,0,7375,0.7,0
306,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,549685969,0,7625,0.7,0
316,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550031634,0,7875,0.7,0
326,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550380898,0,8125,0.7,0
336,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,550722797,0,8375,0.7,0
346,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551059954,0,8625,0.7,0
356,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551399425,0,8875,0.7,0
366,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,551749522,0,9125,0.7,0
376,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552092780,0,9375,0.7,0
386,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552432885,0,9625,0.7,0
396,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,552772342,0,9875,0.7,0
7,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,539796288,0,150,0.7,0
17,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540013654,0,400,0.7,0
27,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540348842,0,650,0.7,0
37,0.2,0.025,0.0,0.0,1.0,0.6,2.0,0.8,"false",0,0.5,42000,10,0.5,"false",0.95,"true",17000,0.9,0,0,0,540697916,0,900,0.7,0
