"run","susceptibility","hh","infRate","detections3Days","importationCount","meanLos","patientDays","patientDaysAtRisk","patientsIsolated","totalAcquisitions","admissionCount","acquirersWhoProgress","totalProgressions","grossInfRate","acquisitionRate","overallHHAdherence","nurseHHAdherence","cnaHHAdherence","doctorHHAdherence","ptHHAdherence","rtHHAdherence","ppeEfficacy","ppeAdherence","scenario","universalPpe","all_cause_isolation","surveillanceSensitivity","surveillanceSpecificity","isSurveillance"
381,0.025,0.0,220.23702427013595,191.0,0.0,8.595388682851993,15265.41030074514,8672.474604711571,847.0,1378.0,1794.0,189.0,191.0,125.11946697605426,902.694374308915,0.40865427882588656,0.41492689314032155,0.4302048077757528,0.2774609398205905,0.41685023389352277,0.4442134611621992,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
391,0.025,0.0,236.22632631716303,199.0,0.0,8.368003082688617,15112.61356733564,8424.12457165413,882.0,1429.0,1826.0,199.0,200.0,132.3397829957615,945.5677495047161,0.40638629944501814,0.4117476730585326,0.42986614000438883,0.28323481687528973,0.4127344111980881,0.44364532019704433,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
401,0.025,0.0,261.73157493419734,221.0,0.0,8.609049310340858,15134.708687579228,8443.765336893808,852.0,1401.0,1774.0,219.0,221.0,146.02197145781244,925.6867964361775,0.4080500539129448,0.4145124664541138,0.43301123008618436,0.2829062829062829,0.41161628654826105,0.4398675171736997,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
10,0.025,0.0,290.46868326262273,233.0,0.0,8.480147024550549,14874.177881061662,8021.5187875980655,811.0,1376.0,1772.0,231.0,234.0,157.31961918912992,925.0931453172768,0.4093693574460442,0.415863013070046,0.432407186149067,0.2802892779762253,0.4141968172762378,0.44502771917774614,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
20,0.025,0.0,222.8861474835977,187.0,0.0,8.21638020124471,14896.297304856662,8389.93369983935,859.0,1253.0,1831.0,186.0,187.0,125.53455142106496,841.1486252972962,0.40839968134100757,0.4149497818344232,0.42569736133548736,0.28766963713669985,0.4165452165106341,0.4399756542909312,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
30,0.025,0.0,200.93054641116453,178.0,0.0,8.280659154903693,15476.551960515002,8858.782458878019,940.0,1374.0,1887.0,176.0,179.0,115.65883696619176,887.7946479974719,0.4083606596050862,0.4145760074447555,0.42466644972339734,0.2859473247123028,0.4148387254542342,0.4444959500341563,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
40,0.025,0.0,226.43608693706034,196.0,0.0,8.645788170060797,15285.75348466749,8655.864118270147,851.0,1329.0,1785.0,191.0,196.0,128.22397024562744,869.4370227369329,0.40812129768883704,0.4140802653856002,0.43171414314538,0.2806732443412652,0.4138429853381062,0.44539783514559755,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
50,0.025,0.0,220.15610525247664,191.0,0.0,8.427541708810567,15304.41574319999,8675.662198009899,868.0,1357.0,1836.0,189.0,192.0,125.45398871911124,886.6722015199684,0.4079576086467758,0.4143144310518118,0.4286086843134698,0.28061164246073916,0.4161555203798971,0.44106106925354455,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
60,0.025,0.0,227.50902981034406,191.0,0.0,8.466755431904227,14706.754185217644,8395.2711749165,849.0,1257.0,1757.0,188.0,191.0,129.8723005732848,854.7093289037643,0.40629992343104543,0.4128065395095368,0.42833388031943986,0.2810592976396085,0.41360880861066435,0.4391957837204763,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
70,0.025,0.0,233.57450257954838,203.0,0.0,8.327407557146616,15480.65064873556,8691.017116941708,922.0,1398.0,1879.0,200.0,203.0,131.13143924385426,903.062818043883,0.40722120550209573,0.412711323946674,0.4313500639527191,0.2843054790149955,0.4145521472392638,0.44150970980239274,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
80,0.025,0.0,183.474097534085,168.0,0.0,8.351316422706892,15900.906468833924,9156.605878319675,914.0,1397.0,1923.0,166.0,168.0,105.65435393842682,878.5662645951326,0.4088456777875412,0.4154693093212407,0.43019281332164766,0.285676617935722,0.4144951740059435,0.4396486703486533,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
90,0.025,0.0,238.27091143818598,202.0,0.0,8.47675761828539,14961.477196273714,8477.744882106785,837.0,1372.0,1785.0,201.0,203.0,135.68178952981924,917.0217499256748,0.4070613478520808,0.4134842613625518,0.42797608657706404,0.2813577145527838,0.41214944009513427,0.4427619327648731,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
100,0.025,0.0,232.7158075527967,205.0,0.0,8.719294578830473,15345.958458741634,8809.02772165536,859.0,1397.0,1779.0,205.0,207.0,134.8889354526338,910.3374049629441,0.4087282655418204,0.4158134874346491,0.4301587995975327,0.2793083062370677,0.4149586917846611,0.4399303540336622,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
110,0.025,0.0,189.6166900575251,173.0,0.0,8.518521596474843,15801.857561460834,9123.66943793376,916.0,1377.0,1872.0,174.0,174.0,110.11363652863747,871.4165373559414,0.40808987062642554,0.4159894970125431,0.42858703250611674,0.2795604395604396,0.4077993192245079,0.44217338217338215,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
120,0.025,0.0,230.22697691657356,201.0,0.0,8.593537179518147,15545.708757748329,8730.514672606572,849.0,1391.0,1829.0,198.0,201.0,129.29613125539683,894.7806894341144,0.408899726845682,0.4145889132842106,0.4332380209687202,0.2822979096623301,0.4134157019165288,0.44661266568483066,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
130,0.025,0.0,255.50398730473682,215.0,0.0,8.339698194291692,15144.891920833714,8414.741478909753,862.0,1396.0,1832.0,210.0,215.0,141.96205633150825,921.7629332036536,0.40728863248144787,0.41262058488416253,0.4283154904959581,0.2817687631517419,0.4185256315556212,0.4430906172479206,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
140,0.025,0.0,226.34730462307942,198.0,0.0,8.389181821093262,15528.375550843626,8747.619077228057,924.0,1398.0,1867.0,196.0,199.0,128.1524904832616,900.2873452040187,0.40779735174505544,0.4139401858083728,0.4264432843319281,0.2849405702910006,0.4131773399014778,0.44470565187579586,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
