"run","susceptibility","hh","infRate","detections3Days","importationCount","meanLos","patientDays","patientDaysAtRisk","patientsIsolated","totalAcquisitions","admissionCount","acquirersWhoProgress","totalProgressions","grossInfRate","acquisitionRate","overallHHAdherence","nurseHHAdherence","cnaHHAdherence","doctorHHAdherence","ptHHAdherence","rtHHAdherence","ppeEfficacy","ppeAdherence","scenario","universalPpe","all_cause_isolation","surveillanceSensitivity","surveillanceSpecificity","isSurveillance"
150,0.025,0.0,231.35551744130382,206.0,0.0,8.539112305572273,15507.027946919246,8904.045266707908,900.0,1395.0,1832.0,205.0,207.0,133.48786157383842,899.5921106063023,0.408597484634646,0.4147164621649473,0.43164716628245836,0.28180793641378493,0.41535677096246343,0.4416894202149903,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
160,0.025,0.0,239.09602920598084,207.0,0.0,8.568858230418147,15295.411941296392,8657.609274709863,860.0,1420.0,1805.0,203.0,207.0,135.33470088577118,928.3829722598797,0.40666647849424425,0.41184855741817766,0.4305150631681244,0.28508167394938266,0.4148133681615116,0.43970028252057486,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
170,0.025,0.0,227.19852519666946,188.0,0.0,8.325092145569755,14768.713466240744,8274.70160016496,849.0,1331.0,1793.0,184.0,189.0,127.9732323550241,901.2294828811484,0.40756216276156254,0.4143256872153701,0.4314188303173354,0.27987861811391224,0.41299990221961475,0.43906906320211,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
180,0.025,0.0,203.87402189844005,176.0,0.0,8.476840217886958,15088.775587838785,8632.782066156251,849.0,1340.0,1796.0,174.0,176.0,116.64299662714319,888.0773606839311,0.409515147935983,0.4164529425234715,0.43222629009762903,0.27935533384497313,0.41421181727663503,0.44311481096080474,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
190,0.025,0.0,210.60240039066412,189.0,0.0,8.473971082098846,15600.580762143976,8974.256686980205,920.0,1409.0,1855.0,189.0,189.0,121.14933596486563,903.1715046269612,0.40505733871787175,0.41092922851607194,0.4250555347834693,0.27970282492511894,0.41571393219500125,0.43889430102289334,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
200,0.025,0.0,229.3024396673622,197.0,0.0,8.61413932346471,15324.553856443721,8591.273616005928,836.0,1381.0,1798.0,194.0,197.0,128.55186640044647,901.1681598934852,0.40864103181005484,0.4153528692877892,0.42898879344176516,0.282876064333018,0.41264750526367333,0.44284417400691906,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
210,0.025,0.0,216.6880203758519,184.0,0.0,8.637547101827218,14917.043844855605,8491.470810469655,806.0,1341.0,1745.0,184.0,185.0,124.01921045757359,898.9716822897632,0.4092139062477825,0.4154232756675298,0.4300661739429357,0.28418746484294044,0.41422522034565956,0.44451047392660825,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
220,0.025,0.0,233.95467938661878,201.0,0.0,8.685953945225984,15139.617726528892,8591.407554958114,842.0,1323.0,1760.0,202.0,203.0,134.0852877971196,873.8661859881244,0.4074678815403628,0.4140499063824573,0.4296797337597787,0.28101923469834506,0.41514699042909947,0.43875793514098715,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
230,0.025,0.0,220.61562786871005,194.0,0.0,8.530064670444178,15345.586342129076,8793.574683451292,890.0,1367.0,1819.0,190.0,194.0,126.42071516511638,890.8098846944025,0.4083830064584938,0.4133074994649791,0.43064583654672456,0.2840160075329567,0.4194507782294042,0.4449158813952341,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
240,0.025,0.0,250.15811087063236,209.0,0.0,8.573516201394195,14986.506320037053,8354.716114245162,821.0,1307.0,1765.0,208.0,212.0,141.46058826035704,872.1178719636163,0.40860717437574623,0.41425471159337524,0.4271823493503096,0.2874578875820084,0.4174766862387132,0.44295285602503914,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
250,0.025,0.0,259.6525546240913,218.0,0.0,8.612612340135565,14848.143674393714,8395.834977075683,831.0,1317.0,1742.0,215.0,218.0,146.8197000113561,886.9795638300734,0.4080218321076836,0.41459569094179327,0.42993713986380305,0.28425417591402874,0.4138356096839406,0.4395907802292617,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
260,0.025,0.0,246.48723439643229,212.0,0.0,8.525955632867673,15397.875872959017,8600.851095559558,850.0,1437.0,1823.0,212.0,213.0,138.33076831984337,933.2456059888026,0.408487244861892,0.41525201409773366,0.43243243243243246,0.28359915562331417,0.40867917097425294,0.4421755398498447,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
270,0.025,0.0,230.9063500596137,201.0,0.0,8.570189025858504,15503.471947778033,8704.827734192122,852.0,1418.0,1825.0,200.0,201.0,129.64837855484845,914.6338347799756,0.40814266089427875,0.4146873781657786,0.42504264461382335,0.28353296963946867,0.41152749090193763,0.44682004039607864,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
280,0.025,0.0,220.7734334695075,197.0,0.0,8.396802586185094,15584.465599959534,8923.175080628938,895.0,1444.0,1874.0,196.0,198.0,127.04959225583848,926.5636930173271,0.40654863112988243,0.4125840887747475,0.4298698214632672,0.2799673030886904,0.41242591957682323,0.44206738471397233,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
290,0.025,0.0,215.49261204713795,186.0,0.0,8.666482742927435,15201.010731094722,8631.386395711488,831.0,1379.0,1773.0,184.0,188.0,123.6759866338578,907.1765189792017,0.40784857032375,0.41363871189943174,0.4288100575849488,0.2819450241488283,0.41304561783376803,0.4459686173887299,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
300,0.025,0.0,211.47328396010238,185.0,0.0,8.511564039220632,15303.792142518696,8748.149957084084,870.0,1366.0,1817.0,184.0,185.0,120.88507101845198,892.5892270875968,0.40754214081708096,0.4133011095075558,0.4300863930885529,0.2811698157219501,0.41121014741172435,0.4470076169749728,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
310,0.025,0.0,228.00153036197207,201.0,0.0,8.27602897723498,15534.106390270055,8815.730301498204,894.0,1449.0,1896.0,199.0,203.0,130.68019163764134,932.7861954824745,0.4092160013571654,0.4157967896109831,0.42637286521353274,0.28296478296478295,0.41584935268732837,0.44672635151753654,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
320,0.025,0.0,242.32441003951143,208.0,0.0,8.767276216947595,15149.853302885444,8583.5347733266,852.0,1384.0,1746.0,207.0,208.0,137.29505879795173,913.5401989248326,0.4067780960723502,0.41342264962324465,0.4277402889523315,0.2818577051877093,0.4150177953657383,0.43701985433502943,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
330,0.025,0.0,247.08924670215646,212.0,0.0,8.548510251709166,15293.284840307697,8579.895840450987,866.0,1406.0,1807.0,210.0,212.0,138.62293301517727,919.3577538648078,0.4085440110263575,0.416044477322819,0.4301522043386984,0.28039010797631486,0.41529987155419423,0.43762560658791233,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
340,0.025,0.0,227.7675392226988,196.0,0.0,8.71055765984502,14990.869732593279,8605.264853318795,839.0,1314.0,1741.0,194.0,196.0,130.74624988158965,876.5335323694327,0.4077969565237958,0.4154001406684811,0.42428141492563354,0.2795774236852857,0.41298855699212367,0.44315055031446543,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
350,0.025,0.0,215.4375779031275,190.0,0.0,8.283954520789099,15631.82218072903,8819.25993827476,870.0,1427.0,1904.0,189.0,190.0,121.5469302319935,912.8814181108144,0.40715519076566453,0.4141661118381278,0.42716825672159586,0.2834009278440755,0.4132985981888103,0.4375644488092315,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
360,0.025,0.0,213.61429143742336,190.0,0.0,8.387967269348614,15618.395055527119,8894.53597516714,910.0,1417.0,1882.0,191.0,192.0,122.93196536353078,907.2635152089745,0.4073839433037213,0.4133552011403959,0.4287511865604097,0.2816933769889138,0.41609509629231856,0.4438235150568598,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
370,0.025,0.0,201.54336724652862,178.0,0.0,8.429928874261382,15418.339911024066,8831.84609009086,858.0,1401.0,1844.0,178.0,179.0,116.09550770898204,908.6581357557757,0.4067597749568856,0.4132767438502633,0.4267241379310345,0.2790340349046211,0.41711453041792435,0.44031562076192826,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
380,0.025,0.0,216.20492937030903,190.0,0.0,8.61519439024992,15197.20290440086,8787.95874605495,851.0,1368.0,1781.0,184.0,190.0,125.02300666458768,900.1656479850313,0.4074586383955397,0.4133225409275389,0.4300271446421647,0.28276830374118817,0.4129778920817053,0.4435234966148945,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
390,0.025,0.0,220.94524238773735,198.0,0.0,8.578923116220514,15562.16653282401,8961.49642600266,856.0,1387.0,1827.0,196.0,198.0,127.2316419326157,891.2640775784746,0.40729186145321217,0.41279379064079946,0.430355552659586,0.2806275339326635,0.41824393406648214,0.4407676550916894,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
400,0.025,0.0,233.10503591866836,197.0,0.0,8.774916644851631,14987.557629406585,8451.125872232738,836.0,1318.0,1724.0,195.0,197.0,131.44236364000557,879.3961181600372,0.4079902347346898,0.4156005441428222,0.43017723066177754,0.28118674454918746,0.4139579585499889,0.4357581541021312,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
2,0.025,0.0,217.85311772940915,195.0,0.0,8.506384061934027,15456.099840534127,8950.985050496522,889.0,1303.0,1834.0,193.0,195.0,126.16378129792234,843.0328565702196,0.40724359745525823,0.41291355836132554,0.43043974370227334,0.2809379197570519,0.4157097604434765,0.4424037613870115,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
12,0.025,0.0,209.23317953396315,182.0,0.0,8.346293435781583,15240.33181373717,8698.429207326431,901.0,1334.0,1842.0,182.0,182.0,119.41997210057511,875.3090262756439,0.40862522758789843,0.4149378700819375,0.4323265484788794,0.28168068208362534,0.41206871093173203,0.44431219180411496,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
22,0.025,0.0,246.53076203895142,209.0,0.0,8.254314247665604,15088.886444732723,8477.643855535496,880.0,1363.0,1848.0,204.0,209.0,138.5125408462189,903.3138429349108,0.4083064960755687,0.4148504330675555,0.4297645666184401,0.28530661989833833,0.41379395010803377,0.43814634146341463,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
32,0.025,0.0,220.59742867403776,194.0,0.0,8.636389706126348,15269.137000431383,8794.300149647754,866.0,1370.0,1785.0,195.0,195.0,127.70859282649103,897.2347290886805,0.4058254258266046,0.4123008309826942,0.4279299110680638,0.2809953434225844,0.4138099304623643,0.4364862890263504,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
42,0.025,0.0,212.94390573984927,189.0,0.0,8.374098197635723,15634.441334985895,8875.576849374538,865.0,1365.0,1882.0,187.0,190.0,121.52656812548103,873.0724499541137,0.4095989620696105,0.4159777190317879,0.4300658152813494,0.28567605340628627,0.41371479351287305,0.443633434234938,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
52,0.025,0.0,212.09594254406406,190.0,0.0,8.456722905230885,15737.961326634677,8958.210030846134,895.0,1407.0,1881.0,188.0,191.0,121.36260601730837,894.0166841170308,0.40835638409698094,0.41592125382262995,0.4283533593562597,0.27862706347361077,0.41492618377524315,0.44012692213814986,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
62,0.025,0.0,206.38618406108077,183.0,0.0,8.48261868673785,15514.709578043527,8866.872597723908,859.0,1360.0,1847.0,180.0,183.0,117.95257853810055,876.5874689170314,0.4084991466388429,0.41555784183612976,0.43183877788805936,0.278494623655914,0.4153846153846154,0.43936739659367396,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
72,0.025,0.0,225.82360057142276,193.0,0.0,8.514113823336274,15180.664947008578,8546.493790358221,885.0,1322.0,1801.0,192.0,194.0,127.79413858167565,870.8445938400783,0.4077475128322586,0.41462746842807763,0.42942748749784443,0.2829367382472432,0.4147025129792576,0.4371495041018734,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
82,0.025,0.0,223.71796555623078,196.0,0.0,8.444708832849573,15648.045467270258,8761.030859219754,894.0,1402.0,1868.0,192.0,196.0,125.25525977666491,895.9585418718582,0.4077564163273037,0.4137517015646748,0.4297192281518232,0.2840677966101695,0.4114675734279519,0.4439839113160347,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
92,0.025,0.0,207.88538473477027,182.0,0.0,8.578385955769024,15346.732474870785,8754.82421393904,885.0,1378.0,1807.0,177.0,182.0,118.59201970061864,897.911006304684,0.40758038781504935,0.4153608627523274,0.4259855101013417,0.280359120853495,0.41090039296087477,0.441236807632418,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
102,0.025,0.0,227.4361245658962,196.0,0.0,8.332774053884686,15490.626966171632,8617.804246097763,879.0,1370.0,1876.0,195.0,196.0,126.52812596160504,884.4057784050964,0.40823250403356687,0.4140737451382721,0.4309954258331518,0.28128763180309574,0.4172880007953077,0.4423351202478729,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
112,0.025,0.0,205.1777455665893,176.0,0.0,8.520569963117149,15175.135104311643,8577.928347637497,898.0,1340.0,1801.0,173.0,176.0,115.97919806987018,883.023439850148,0.4066832739039341,0.4125100387084987,0.42861504241446235,0.2798885140090949,0.4117919469630496,0.44548140852006896,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
122,0.025,0.0,236.13415746657918,200.0,0.0,8.631915869318226,15054.061276090984,8469.76151801785,823.0,1328.0,1764.0,198.0,200.0,132.85451436127875,882.1539753588909,0.4075740762601818,0.41336974998567527,0.42681600695954763,0.28298329847712744,0.4174005613084293,0.4426723286588979,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
132,0.025,0.0,263.2555475040817,223.0,0.0,8.694149881490368,15093.04419426728,8470.856630154867,837.0,1377.0,1755.0,222.0,225.0,149.07529395922705,912.3407990304695,0.4076712987858376,0.4138524011972623,0.43216310510248584,0.2813860351732544,0.4126298215031059,0.44221315504866776,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
142,0.025,0.0,185.5620458335338,165.0,0.0,8.396398203194723,15365.408711846341,8891.90455186187,880.0,1309.0,1844.0,166.0,166.0,108.03487438119248,851.9135576203672,0.40879089219550324,0.4145586765255744,0.43032393259408014,0.2837718783037707,0.4153736444783239,0.4453125,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
152,0.025,0.0,193.02713586606166,173.0,0.0,8.66130083964568,15486.405901286476,8962.470443536076,877.0,1324.0,1805.0,172.0,173.0,111.71087798081585,854.9433667433536,0.40848443299212783,0.41512023025498523,0.43150072999063,0.2839082482693887,0.4105356091818717,0.44223195825539036,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
162,0.025,0.0,229.6039609819045,209.0,0.0,8.69409038561613,15779.774049893276,9102.630420930398,893.0,1440.0,1835.0,207.0,209.0,132.44803083946158,912.5605952575343,0.4072196169916764,0.41412597353959507,0.42958676231131454,0.27995146205753524,0.4113246296024644,0.4392566839682695,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
172,0.025,0.0,218.7539693325691,193.0,0.0,8.474989918201098,15483.806580553406,8822.697050428573,883.0,1366.0,1845.0,192.0,193.0,124.64635165515094,882.2120018701356,0.4075098411434449,0.4138934567287468,0.4277666966223177,0.28084258812168034,0.41320173938535204,0.44113318616629876,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
182,0.025,0.0,253.7925962893109,213.0,0.0,8.5737898010699,15304.21479490977,8392.679814709434,840.0,1415.0,1801.0,211.0,214.0,139.830760916383,924.5819004517849,0.40923731806341973,0.4152845740799066,0.43157917608204416,0.2860717755468543,0.4178997731084147,0.4392092819187832,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
192,0.025,0.0,246.18783055473276,210.0,0.0,8.537470751693935,15060.0984059881,8530.072324322813,844.0,1356.0,1783.0,209.0,211.0,140.10532621493599,900.3925229737118,0.4076400395011914,0.41395265655262686,0.4277045769764216,0.2824164160622678,0.41612966697820847,0.43995290423861855,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
202,0.025,0.0,198.44225246463347,180.0,0.0,8.406848316990176,15603.110476333766,9070.64890487875,868.0,1363.0,1876.0,180.0,180.0,115.36161348919339,873.5437732542811,0.40895542160694176,0.4147906898605617,0.43208060763050443,0.2836142515571036,0.41340411413404116,0.4454138812426268,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
212,0.025,0.0,218.90190957753455,187.0,0.0,8.547093016402918,14897.583127590287,8542.639045995395,825.0,1334.0,1761.0,185.0,187.0,125.52371643000029,895.4472605220341,0.40813941132717035,0.4150089347969382,0.43175290530687993,0.27818486801447867,0.4133937811067856,0.44043776844863985,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
222,0.025,0.0,205.46005752834049,176.0,0.0,8.244983001357607,15162.523739496639,8566.141863156206,902.0,1282.0,1854.0,176.0,177.0,116.73518409005703,845.5056836353283,0.4070767790085037,0.4142401268785651,0.42395611094178604,0.2840229750322354,0.41320777791366026,0.43894268388106417,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
232,0.025,0.0,230.16298556058948,198.0,0.0,8.440806183388545,15260.977579566492,8602.599567334744,868.0,1369.0,1828.0,200.0,200.0,131.0532034774677,897.0591778032664,0.40700749384965507,0.4140268728086592,0.43256636395389453,0.27999171622141356,0.40815825643039466,0.43721929310681507,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
242,0.025,0.0,222.14330662388016,197.0,0.0,8.58934863050244,15417.880791751882,8868.149258872278,875.0,1360.0,1813.0,198.0,198.0,128.4223186534976,882.0926937815996,0.40685999405775297,0.41322135518322145,0.43140412016410074,0.28219595199713415,0.410940758003189,0.43685376661742986,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
252,0.025,0.0,206.42791269847137,183.0,0.0,8.53645252886427,15314.3958367825,8865.080192294903,852.0,1387.0,1811.0,183.0,183.0,119.49540938498274,905.6837858850877,0.40799977273372917,0.41410765240443564,0.4302689454449964,0.2791759335128175,0.4151649433776465,0.44523619693043653,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
262,0.025,0.0,197.2575483254622,166.0,0.0,8.336164727312472,14871.71787352545,8415.394057626161,834.0,1320.0,1801.0,167.0,167.0,112.29368484544243,887.5908023711617,0.4099178174357808,0.4163284270996133,0.43136234523732087,0.2835409226838545,0.4165610162328784,0.4448084492580006,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
272,0.025,0.0,236.19964419893083,209.0,0.0,8.537791232631026,15564.393417086361,8848.446859808862,885.0,1393.0,1843.0,208.0,210.0,134.9233435396622,894.991512146426,0.4060363239019222,0.4128534507514119,0.42461800773821234,0.28326753367394336,0.41133863681005695,0.44000098258370385,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
282,0.025,0.0,221.68689494550367,194.0,0.0,8.49141952456331,15556.280568999986,8751.08111589953,902.0,1438.0,1851.0,194.0,194.0,124.70847330087145,924.3854876631605,0.40559569300632786,0.4120326640056065,0.42878357720026206,0.2840274922164131,0.4091850318000296,0.43607748778511624,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
292,0.025,0.0,226.5003741574972,196.0,0.0,8.530724725264959,15252.935808773747,8653.407338908468,859.0,1396.0,1798.0,195.0,196.0,128.49985239383062,915.2336425601405,0.40816949465360214,0.4146750636268448,0.430235900156972,0.2781179503706091,0.413891671349344,0.4451825607715776,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
302,0.025,0.0,242.40221623508782,209.0,0.0,8.666839896454448,15114.968779416557,8622.033380969855,865.0,1391.0,1764.0,206.0,209.0,138.2735241138007,920.2797705373051,0.4066905812663725,0.41306640171457504,0.42836654089715587,0.2820218096080165,0.4150451109485491,0.4368563021088769,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
312,0.025,0.0,221.24873838215362,194.0,0.0,8.598482098488645,15451.472330984096,8768.41158139903,884.0,1384.0,1813.0,193.0,196.0,126.84875318125549,895.7075224635591,0.4076206010374487,0.4139150852907097,0.4294870387848724,0.2812830765612137,0.41515166485525146,0.4405876772639926,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
322,0.025,0.0,242.55161379108273,206.0,0.0,8.531375745191038,15100.535068988138,8493.037699490807,851.0,1400.0,1788.0,205.0,207.0,137.08123523722972,927.1194653725682,0.40763796815583175,0.41443185593346543,0.4261403052375997,0.28043535504257,0.41536487253522864,0.4423248218527316,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
332,0.025,0.0,210.19267684997442,183.0,0.0,8.550988996077217,15366.127225950759,8706.297609531694,894.0,1389.0,1816.0,183.0,184.0,119.74389987429981,903.9362876380568,0.40665172056927185,0.41345710134204894,0.42946613025986735,0.2819562146892655,0.41010892179659775,0.4373359898921178,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
342,0.025,0.0,214.0857530105545,188.0,0.0,8.365899728139631,15460.182697602038,8781.527839021195,923.0,1385.0,1862.0,187.0,189.0,122.24952556952316,895.8496979565587,0.40818793120983554,0.4145576861470871,0.4272217950126332,0.2817765514002231,0.4172921265636497,0.4429530201342282,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
352,0.025,0.0,214.1293286159213,189.0,0.0,8.533959611539581,15420.865018052022,8826.44153519973,859.0,1413.0,1822.0,189.0,189.0,122.56121805018864,916.2910111371245,0.40846102566769577,0.4140415760859183,0.4312975430619918,0.2846043334212918,0.41978596559812353,0.4394597797639623,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
362,0.025,0.0,233.0608948846669,202.0,0.0,8.54744710725113,15274.287980657771,8667.26269544113,887.0,1368.0,1803.0,198.0,202.0,132.24839040340072,895.6227627319414,0.4075601081437146,0.4136771903404507,0.43060080802815065,0.2837432688109445,0.4116679352763523,0.44285749464404445,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
372,0.025,0.0,235.11264316263814,201.0,0.0,8.593055323944059,15003.474595606327,8549.093630024785,824.0,1365.0,1760.0,196.0,201.0,133.96896746761686,909.7892566830697,0.40853837348998684,0.41471539963247794,0.4284090909090909,0.2811337881760417,0.4181893891147798,0.44399563859840413,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
382,0.025,0.0,223.92451697320683,191.0,0.0,8.473819156811746,15015.607545870416,8529.660020338624,826.0,1381.0,1788.0,190.0,191.0,127.20098032432175,919.7097059051745,0.4077801945759467,0.4144390751162222,0.43133249873712415,0.2793223155208735,0.41211509587220324,0.44075140950833397,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
392,0.025,0.0,236.81583465864261,204.0,0.0,8.580566561188467,15342.05301140498,8614.288833094928,855.0,1426.0,1808.0,204.0,204.0,132.96786280711612,929.4714331517039,0.4088013364100967,0.41519894758917847,0.43083772801936543,0.2797314013076515,0.4132676923076923,0.4457269155206287,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
3,0.025,0.0,206.79911463605805,182.0,0.0,8.532519885286636,15239.080515121932,8800.811372925771,871.0,1319.0,1806.0,180.0,182.0,119.42977781329989,865.5377853612229,0.40920637618750827,0.4157146996919135,0.4321797285890527,0.27866881688901923,0.41407370764283946,0.4458520234633016,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
13,0.025,0.0,237.80881228677032,203.0,0.0,8.572601059171234,15293.520289561482,8536.269032587621,847.0,1349.0,1800.0,202.0,203.0,132.73595363034676,882.0729135336835,0.40654406586602765,0.41323839056697675,0.42737320344240093,0.28292371898910273,0.4108551825532958,0.4404983356177795,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
23,0.025,0.0,236.9033636292704,205.0,0.0,8.56622968573713,15359.249826526673,8653.317405860227,823.0,1387.0,1812.0,205.0,205.0,133.47006026684215,903.0388955615125,0.40708074061387983,0.4134510178607203,0.43001427159951694,0.2818325712275765,0.41038661564125206,0.4427125856651575,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
33,0.025,0.0,233.1715410634021,203.0,0.0,8.593662880523313,15554.529813747198,8706.03672618872,872.0,1450.0,1830.0,202.0,203.0,130.5086058085711,932.2043272040793,0.40837674052391276,0.4148822126847878,0.4281576406565435,0.28692709396971733,0.4157188974422647,0.43935707439357075,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
43,0.025,0.0,218.4525736819634,188.0,0.0,8.543734597926704,15165.1289113199,8605.986957777934,842.0,1347.0,1795.0,191.0,191.0,125.94683574198268,888.221925363616,0.4059822487027261,0.41078846095110105,0.42808993650517524,0.2837174721189591,0.41333957291692325,0.44395305744286595,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
53,0.025,0.0,225.85209122216102,199.0,0.0,8.361288016360714,15551.995710430927,8811.07626336974,906.0,1380.0,1879.0,198.0,199.0,127.95785422351172,887.345923761036,0.4096335572051373,0.41602677092811213,0.4302161398935592,0.2822639313254765,0.4166850530754333,0.4457590278120832,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
63,0.025,0.0,217.31178176564634,193.0,0.0,8.664223086872841,15595.601556371113,8881.248795251024,878.0,1387.0,1820.0,190.0,193.0,123.75284101891899,889.3533186178272,0.40891152162539035,0.41506888578908147,0.43415823104455326,0.2826086956521739,0.4121331689272503,0.4424982263864765,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
73,0.025,0.0,230.16283221800055,199.0,0.0,8.493176767811356,15304.704535596064,8646.052800198235,899.0,1340.0,1815.0,197.0,199.0,130.0253784953253,875.5477747926427,0.40777161170219034,0.4140114020560334,0.4310910582444627,0.2805953531979725,0.41627558178915286,0.43920920130318886,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
83,0.025,0.0,224.07540073678658,194.0,0.0,8.34658604955678,15416.144433531372,8657.799979922156,869.0,1424.0,1867.0,195.0,195.0,126.49077130845966,923.7069658628028,0.40961831556794964,0.41535998170069194,0.43138395261173934,0.28310676198289,0.4182804219701847,0.44536366770079283,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
93,0.025,0.0,227.96036455036975,198.0,0.0,8.421005572151376,15452.545224897776,8685.720449277938,877.0,1387.0,1854.0,196.0,198.0,128.13423103979935,897.5867598596046,0.4086796717049591,0.41449826159476305,0.43137254901960786,0.2817941176470588,0.4173123426935794,0.4428821197271541,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
103,0.025,0.0,203.5561404709389,177.0,0.0,8.552347417386029,15026.474412347252,8695.389861023119,810.0,1326.0,1777.0,177.0,177.0,117.79210155547806,882.4425235173102,0.4074404114704965,0.4134198309180585,0.4287639667840529,0.28477267400984296,0.41479753870583563,0.4407469951326115,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
113,0.025,0.0,205.00909752260608,179.0,0.0,8.452008593709127,15196.71145148901,8731.319837172685,867.0,1327.0,1813.0,180.0,182.0,119.76275300151678,873.2152375440262,0.4075466592609999,0.4142100878725177,0.43360652164436114,0.2771161704611792,0.4141780838948703,0.4389538476750797,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
123,0.025,0.0,221.61962890215676,189.0,0.0,8.476622178081572,15283.349787081073,8528.125461460904,864.0,1391.0,1821.0,186.0,189.0,123.66398900309184,910.1407867899511,0.408196814373637,0.4135504647085114,0.4301497183191214,0.2836826791758209,0.4151547491995731,0.445364238410596,0.9,0.6,0.0,0.0,0.2,0.95,0.7,0.0
